1.000000,1.504514,33.333332
2.000000,1.434549,33.751045
3.000000,1.461412,32.414368
4.000000,1.475172,32.832081
5.000000,1.508087,47.953217
6.000000,1.525855,56.056808
7.000000,1.398943,65.831245
8.000000,1.263300,63.826233
9.000000,1.254044,64.076859
10.000000,1.256679,67.000839
11.000000,1.259156,74.770256
12.000000,1.273570,77.109444
13.000000,1.245816,90.476189
14.000000,1.177826,96.073517
15.000000,1.189050,96.240601
16.000000,1.191813,96.240601
17.000000,1.216078,96.240601
18.000000,1.213703,96.073517
19.000000,1.203652,96.240601
20.000000,1.221895,96.240601
21.000000,1.240840,96.240601
22.000000,1.238416,96.157059
23.000000,1.245793,95.989975
24.000000,1.261459,96.240601
25.000000,1.237581,96.240601
26.000000,1.249445,96.240601
27.000000,1.248930,96.240601
28.000000,1.269839,96.240601
29.000000,1.265831,96.240601
30.000000,1.273697,96.240601
31.000000,1.272483,96.240601
32.000000,1.246513,96.240601
33.000000,1.256207,96.157059
34.000000,1.240541,95.822891
35.000000,1.227599,96.157059
36.000000,1.283827,96.240601
37.000000,1.283287,96.240601
38.000000,1.291326,96.240601
39.000000,1.284536,96.240601
40.000000,1.286112,96.157059
41.000000,1.227916,95.989975
42.000000,1.263158,96.240601
43.000000,1.267237,96.240601
44.000000,1.297978,96.240601
45.000000,1.296803,96.240601
46.000000,1.312180,96.240601
47.000000,1.313581,96.240601
48.000000,1.314246,96.240601
49.000000,1.315823,96.240601
50.000000,1.254396,96.240601
51.000000,1.303107,96.240601
52.000000,1.289765,96.240601
53.000000,1.305733,96.240601
54.000000,1.312817,96.240601
55.000000,1.307003,96.157059
56.000000,1.298003,96.073517
57.000000,1.272041,96.157059
58.000000,1.299856,96.240601
59.000000,1.300073,96.240601
60.000000,1.324131,96.240601
61.000000,1.307621,96.240601
62.000000,1.327662,96.240601
63.000000,1.323582,96.240601
64.000000,1.338857,96.240601
65.000000,1.340675,96.240601
66.000000,1.335211,95.906433
67.000000,1.240572,96.157059
68.000000,1.254087,96.157059
69.000000,1.275457,96.157059
70.000000,1.333345,96.240601
71.000000,1.301405,96.240601
72.000000,1.323680,96.240601
73.000000,1.309767,96.240601
74.000000,1.356536,96.240601
75.000000,1.320476,96.240601
76.000000,1.330495,96.240601
77.000000,1.353234,96.240601
78.000000,1.332939,96.240601
79.000000,1.347477,96.240601
80.000000,1.350631,96.240601
81.000000,1.305003,95.906433
82.000000,1.311219,96.073517
83.000000,1.290784,96.240601
84.000000,1.270372,95.989975
85.000000,1.310443,96.240601
86.000000,1.314836,96.240601
87.000000,1.300587,96.157059
88.000000,1.310373,96.240601
89.000000,1.312962,96.240601
90.000000,1.343025,96.240601
91.000000,1.351491,96.240601
92.000000,1.350649,96.240601
93.000000,1.357551,96.240601
94.000000,1.355922,96.240601
95.000000,1.364326,96.240601
96.000000,1.370437,96.240601
97.000000,1.352417,96.240601
98.000000,1.384313,96.240601
99.000000,1.360281,96.240601
100.000000,1.347049,96.240601
